"","V1","match_id","year","slam","match_num","player1","player2","status","winner","event_name","round","court_name","court_id","player1id","player2id","nation1","nation2","player1_rank","player2_rank","pServeP1","pReceiveP1","pServeP2","pReceiveP2"
"367",187,"2011-frenchopen-2501",2011,"frenchopen",2501,"Svetlana Kuznetsova","Marion Bartoli","Complete",2,"event_WS","round_5","Court Suzanne Lenglen","B","wta110552","wta020631","RUS","FRA",13,11,0.518072289156627,0.414285714285714,0.585714285714286,0.481927710843373
"368",188,"2011-frenchopen-2502",2011,"frenchopen",2502,"Anastasia Pavlyuchenkova","Francesca Schiavone","Complete",2,"event_WS","round_5","Court Philippe Chatrier","A","wta313796","wta190666","RUS","ITA",14,5,0.551020408163265,0.471698113207547,0.528301886792453,0.448979591836735
"369",189,"2011-frenchopen-2503",2011,"frenchopen",2503,"Na Li","Victoria Azarenka","Complete",1,"event_WS","round_5","Court Philippe Chatrier","A","wta120330","wta312001","CHN","BLR",6,4,0.626865671641791,0.5,0.5,0.373134328358209
"370",190,"2011-frenchopen-2504",2011,"frenchopen",2504,"Maria Sharapova","Andrea Petkovic","Complete",1,"event_WS","round_5","Court Suzanne Lenglen","B","wta310137","wta310770","RUS","GER",7,15,0.58,0.603174603174603,0.396825396825397,0.42
"371",191,"2011-frenchopen-2601",2011,"frenchopen",2601,"Marion Bartoli","Francesca Schiavone","Complete",2,"event_WS","round_6","Court Philippe Chatrier","A","wta020631","wta190666","FRA","ITA",11,5,0.53448275862069,0.32,0.68,0.46551724137931
"372",192,"2011-frenchopen-2602",2011,"frenchopen",2602,"Na Li","Maria Sharapova","Complete",1,"event_WS","round_6","Court Philippe Chatrier","A","wta120330","wta310137","CHN","RUS",6,7,0.6,0.46031746031746,0.53968253968254,0.4
"373",193,"2011-frenchopen-2701",2011,"frenchopen",2701,"Francesca Schiavone","Na Li","Complete",2,"event_WS","round_7","Court Philippe Chatrier","A","wta190666","wta120330","ITA","CHN",5,6,0.619718309859155,0.304347826086957,0.695652173913043,0.380281690140845
"374",0,"2011-usopen-1101",2011,"usopen",1101,"Novak Djokovic","Conor Niland","Retired",1,"event_MS","round_1","Arthur Ashe Stadium","A","atpd643","atpn349","SRB","IRL",1,199,NA,NA,NA,NA
"375",1,"2011-usopen-1108",2011,"usopen",1108,"Sergiy Stakhovsky","Richard Gasquet","Complete",2,"event_MS","round_1","Court 17","Q","atpsc77","atpg628","UKR","FRA",41,13,0.530864197530864,0.30379746835443,0.69620253164557,0.469135802469136
"376",2,"2011-usopen-1109",2011,"usopen",1109,"Tomas Berdych","Romain Jouan","Complete",1,"event_MS","round_1","Grandstand","C","atpba47","atpj338","CZE","FRA",9,230,0.753086419753086,0.45679012345679,0.54320987654321,0.246913580246914
"377",3,"2011-usopen-1116",2011,"usopen",1116,"Grigor Dimitrov","Gael Monfils","Complete",2,"event_MS","round_1","Louis Armstrong Stadium","B","atpd875","atpmc65","BUL","FRA",52,7,0.555555555555556,0.369369369369369,0.630630630630631,0.444444444444444
"378",4,"2011-usopen-1117",2011,"usopen",1117,"Roger Federer","Santiago Giraldo","Complete",1,"event_MS","round_1","Arthur Ashe Stadium","A","atpf324","atpg725","SUI","COL",3,56,0.611764705882353,0.520408163265306,0.479591836734694,0.388235294117647
"379",5,"2011-usopen-1120",2011,"usopen",1120,"Ryan Harrison","Marin Cilic","Complete",2,"event_MS","round_1","Louis Armstrong Stadium","B","atph940","atpc977","USA","CRO",67,27,0.520833333333333,0.347368421052632,0.652631578947368,0.479166666666667
"380",6,"2011-usopen-1123",2011,"usopen",1123,"Tommy Haas","Jonathan Dasnieres De Veigy","Complete",1,"event_MS","round_1","Court 17","Q","atph355","atpd729","GER","FRA",477,250,0.672,0.445378151260504,0.554621848739496,0.328
"381",7,"2011-usopen-1124",2011,"usopen",1124,"Alejandro Falla","Viktor Troicki","Complete",1,"event_MS","round_1","Grandstand","C","atpf444","atpt840","COL","SRB",117,15,0.651898734177215,0.38953488372093,0.61046511627907,0.348101265822785
"382",8,"2011-usopen-1125",2011,"usopen",1125,"Jo-Wilfried Tsonga","Yen-Hsun Lu","Complete",1,"event_MS","round_1","Grandstand","C","atpt786","atpl575","FRA","TPE",NA,NA,0.707865168539326,0.3625,0.6375,0.292134831460674
"383",9,"2011-usopen-1128",2011,"usopen",1128,"Jarkko Nieminen","Fernando Verdasco","Complete",2,"event_MS","round_1","Grandstand","C","atpn289","atpv306","FIN","ESP",50,19,0.576271186440678,0.330357142857143,0.669642857142857,0.423728813559322
"384",10,"2011-usopen-1132",2011,"usopen",1132,"Tobias Kamke","Mardy Fish","Complete",2,"event_MS","round_1","Arthur Ashe Stadium","A","atpk839","atpf339","GER","USA",92,8,0.48,0.287671232876712,0.712328767123288,0.52
"385",11,"2011-usopen-1133",2011,"usopen",1133,"Rogerio Dutra Da Silva","Louk Sorensen","Retired",1,"event_MS","round_1","Grandstand","C","atpsc73","atpsd69","BRA","IRL",NA,NA,NA,NA,NA,NA
"386",12,"2011-usopen-1134",2011,"usopen",1134,"Alex Bogomolov Jr.","Steve Johnson","Complete",1,"event_MS","round_1","Court 11","K","atpb842","atpj386","USA","USA",NA,NA,0.694267515923567,0.375,0.625,0.305732484076433
"387",13,"2011-usopen-1135",2011,"usopen",1135,"Robby Ginepri","Joao Souza","Complete",1,"event_MS","round_1","Grandstand","C","atpg569","atpsg64","USA","BRA",358,90,0.624113475177305,0.429824561403509,0.570175438596491,0.375886524822695
"388",14,"2011-usopen-1136",2011,"usopen",1136,"Marcos Baghdatis","John Isner","Complete",2,"event_MS","round_1","Louis Armstrong Stadium","B","atpb837","atpi186","CYP","USA",60,28,0.702898550724638,0.289855072463768,0.710144927536232,0.297101449275362
"389",15,"2011-usopen-1137",2011,"usopen",1137,"Juan Martin Del Potro","Filippo Volandri","Complete",1,"event_MS","round_1","Louis Armstrong Stadium","B","atpd683","atpv254","ARG","ITA",18,86,0.803571428571429,0.519480519480519,0.480519480519481,0.196428571428571
"390",16,"2011-usopen-1140",2011,"usopen",1140,"Ricardo Mello","Gilles Simon","Complete",2,"event_MS","round_1","Court 13","M","atpm708","atpsd32","BRA","FRA",114,12,0.636904761904762,0.354838709677419,0.645161290322581,0.363095238095238
"391",17,"2011-usopen-1142",2011,"usopen",1142,"Donald Young","Lukas Lacko","Complete",1,"event_MS","round_1","Court 17","Q","atpy124","atpl797","USA","SVK",85,156,0.723684210526316,0.479338842975207,0.520661157024793,0.276315789473684
"392",18,"2011-usopen-1144",2011,"usopen",1144,"Marinko Matosevic","Juan Ignacio Chela","Retired",2,"event_MS","round_1","Court 13","M","atpme05","atpc514","AUS","ARG",148,24,NA,NA,NA,NA
"393",19,"2011-usopen-1145",2011,"usopen",1145,"Feliciano Lopez","Tatsuma Ito","Complete",1,"event_MS","round_1","Court 11","K","atpl397","atpi230","ESP","JPN",25,126,0.724137931034483,0.425531914893617,0.574468085106383,0.275862068965517
"394",20,"2011-usopen-1148",2011,"usopen",1148,"Somdev Devvarman","Andy Murray","Complete",2,"event_MS","round_1","Arthur Ashe Stadium","A","atpd616","atpmc10","IND","GBR",64,4,0.51304347826087,0.337078651685393,0.662921348314607,0.48695652173913
"395",21,"2011-usopen-1149",2011,"usopen",1149,"David Ferrer","Igor Andreev","Complete",1,"event_MS","round_1","Louis Armstrong Stadium","B","atpf401","atpa511","ESP","RUS",5,79,0.669902912621359,0.414141414141414,0.585858585858586,0.330097087378641
"396",22,"2011-usopen-1150",2011,"usopen",1150,"James Blake","Jesse Huta Galung","Complete",1,"event_MS","round_1","Louis Armstrong Stadium","B","atpb676","atph704","USA","NED",63,160,0.660550458715596,0.452173913043478,0.547826086956522,0.339449541284404
"397",23,"2011-usopen-1152",2011,"usopen",1152,"Adrian Mannarino","Florian Mayer","Complete",2,"event_MS","round_1","Court 11","K","atpme82","atpmb02","FRA","GER",59,26,0.420289855072464,0.222222222222222,0.777777777777778,0.579710144927536
"398",24,"2011-usopen-1153",2011,"usopen",1153,"Andy Roddick","Michael Russell","Complete",1,"event_MS","round_1","Arthur Ashe Stadium","A","atpr485","atpr368","USA","USA",21,95,0.661016949152542,0.415929203539823,0.584070796460177,0.338983050847458
"399",25,"2011-usopen-1154",2011,"usopen",1154,"Jack Sock","Marc Gicquel","Complete",1,"event_MS","round_1","Court 17","Q","atpsm25","atpg436","USA","FRA",553,96,0.663551401869159,0.36036036036036,0.63963963963964,0.336448598130841
"400",26,"2011-usopen-1156",2011,"usopen",1156,"Julien Benneteau","Nicolas Almagro","Complete",1,"event_MS","round_1","Court 17","Q","atpb747","atpa479","FRA","ESP",113,10,0.63,0.439024390243902,0.560975609756098,0.37
"401",27,"2011-usopen-1157",2011,"usopen",1157,"Mikhail Youzhny","Ernests Gulbis","Complete",2,"event_MS","round_1","Court 11","K","atpy061","atpg858","RUS","LAT",16,55,0.581395348837209,0.333333333333333,0.666666666666667,0.418604651162791
"402",28,"2011-usopen-1162",2011,"usopen",1162,"Bobby Reynolds","David Nalbandian","Complete",2,"event_MS","round_1","Court 17","Q","atpr483","atpn301","USA","ARG",116,77,0.6,0.330769230769231,0.669230769230769,0.4
"403",29,"2011-usopen-1164",2011,"usopen",1164,"Andrey Golubev","Rafael Nadal","Complete",2,"event_MS","round_1","Arthur Ashe Stadium","A","atpg806","atpn409","KAZ","ESP",97,2,0.483606557377049,0.404255319148936,0.595744680851064,0.516393442622951
"404",30,"2011-usopen-1201",2011,"usopen",1201,"Novak Djokovic","Carlos Berlocq","Complete",1,"event_MS","round_2","Arthur Ashe Stadium","A","atpd643","atpb884","SRB","ARG",1,75,0.660714285714286,0.671641791044776,0.328358208955224,0.339285714285714
"405",31,"2011-usopen-1204",2011,"usopen",1204,"Ivo Karlovic","Richard Gasquet","Complete",1,"event_MS","round_2","Court 11","K","atpk336","atpg628","CRO","FRA",93,13,0.677966101694915,0.336283185840708,0.663716814159292,0.322033898305085
"406",32,"2011-usopen-1205",2011,"usopen",1205,"Tomas Berdych","Fabio Fognini","Complete",1,"event_MS","round_2","Grandstand","C","atpba47","atpf510","CZE","ITA",9,38,0.732394366197183,0.5,0.5,0.267605633802817
"407",33,"2011-usopen-1206",2011,"usopen",1206,"Philipp Petzschner","Janko Tipsarevic","Complete",2,"event_MS","round_2","Court 11","K","atpp624","atpt742","GER","SRB",66,20,0.647727272727273,0.292929292929293,0.707070707070707,0.352272727272727
"408",34,"2011-usopen-1208",2011,"usopen",1208,"Juan Carlos Ferrero","Gael Monfils","Complete",1,"event_MS","round_2","Louis Armstrong Stadium","B","atpf316","atpmc65","ESP","FRA",103,7,0.640883977900553,0.367021276595745,0.632978723404255,0.359116022099447
"409",35,"2011-usopen-1209",2011,"usopen",1209,"Roger Federer","Dudi Sela","Complete",1,"event_MS","round_2","Arthur Ashe Stadium","A","atpf324","atpsc56","SUI","ISR",3,94,0.866666666666667,0.436619718309859,0.563380281690141,0.133333333333333
"410",36,"2011-usopen-1210",2011,"usopen",1210,"Bernard Tomic","Marin Cilic","Complete",2,"event_MS","round_2","Court 17","Q","atpta46","atpc977","AUS","CRO",62,27,0.413333333333333,0.222222222222222,0.777777777777778,0.586666666666667
"411",37,"2011-usopen-1211",2011,"usopen",1211,"Radek Stepanek","Juan Monaco","Retired",2,"event_MS","round_2","Court 17","Q","atps694","atpma21","CZE","ARG",23,36,NA,NA,NA,NA
"412",38,"2011-usopen-1212",2011,"usopen",1212,"Tommy Haas","Alejandro Falla","Complete",1,"event_MS","round_2","Court 13","M","atph355","atpf444","GER","COL",477,117,0.677083333333333,0.441441441441441,0.558558558558559,0.322916666666667
"413",39,"2011-usopen-1213",2011,"usopen",1213,"Jo-Wilfried Tsonga","Sergei Bubka","Complete",1,"event_MS","round_2","Grandstand","C","atpt786","atpbc11","FRA","UKR",NA,NA,0.677777777777778,0.413333333333333,0.586666666666667,0.322222222222222
"414",40,"2011-usopen-1214",2011,"usopen",1214,"Marsel Ilhan","Fernando Verdasco","Complete",2,"event_MS","round_2","Court 13","M","atpk771","atpv306","TUR","ESP",100,19,0.540229885057471,0.206349206349206,0.793650793650794,0.459770114942529
"415",41,"2011-usopen-1216",2011,"usopen",1216,"Malek Jaziri","Mardy Fish","Complete",2,"event_MS","round_2","Louis Armstrong Stadium","B","atpj267","atpf339","TUN","USA",184,8,0.536842105263158,0.297619047619048,0.702380952380952,0.463157894736842
"416",42,"2011-usopen-1217",2011,"usopen",1217,"Rogerio Dutra Da Silva","Alex Bogomolov Jr.","Complete",2,"event_MS","round_2","Court 17","Q","atpsc73","atpb842","BRA","USA",NA,NA,0.564356435643564,0.364485981308411,0.635514018691589,0.435643564356436
"417",43,"2011-usopen-1218",2011,"usopen",1218,"Robby Ginepri","John Isner","Complete",2,"event_MS","round_2","Louis Armstrong Stadium","B","atpg569","atpi186","USA","USA",358,28,0.657894736842105,0.223529411764706,0.776470588235294,0.342105263157895
"418",44,"2011-usopen-1219",2011,"usopen",1219,"Juan Martin Del Potro","Diego Junqueira","Complete",1,"event_MS","round_2","Grandstand","C","atpd683","atpj214","ARG","ARG",18,101,0.6875,0.521739130434783,0.478260869565217,0.3125
"419",45,"2011-usopen-1220",2011,"usopen",1220,"Guillermo Garcia-Lopez","Gilles Simon","Complete",2,"event_MS","round_2","Court 11","K","atpg476","atpsd32","ESP","FRA",NA,NA,0.576388888888889,0.343283582089552,0.656716417910448,0.423611111111111
"420",46,"2011-usopen-1221",2011,"usopen",1221,"Stanislas Wawrinka","Donald Young","Complete",2,"event_MS","round_2","Court 17","Q","atpw367","atpy124","SUI","USA",14,85,NA,NA,NA,NA
"421",47,"2011-usopen-1224",2011,"usopen",1224,"Robin Haase","Andy Murray","Complete",2,"event_MS","round_2","Louis Armstrong Stadium","B","atph756","atpmc10","NED","GBR",42,4,0.533783783783784,0.393103448275862,0.606896551724138,0.466216216216216
"422",48,"2011-usopen-1225",2011,"usopen",1225,"David Ferrer","James Blake","Complete",1,"event_MS","round_2","Grandstand","C","atpf401","atpb676","ESP","USA",5,63,0.659340659340659,0.404494382022472,0.595505617977528,0.340659340659341
"423",49,"2011-usopen-1226",2011,"usopen",1226,"Jean-Rene Lisnard","Florian Mayer","Complete",2,"event_MS","round_2","Court 11","K","atpl386","atpmb02","MON","GER",NA,NA,0.505747126436782,0.313253012048193,0.686746987951807,0.494252873563218
"424",50,"2011-usopen-1227",2011,"usopen",1227,"Andy Roddick","Jack Sock","Complete",1,"event_MS","round_2","Arthur Ashe Stadium","A","atpr485","atpsm25","USA","USA",21,553,0.714285714285714,0.443037974683544,0.556962025316456,0.285714285714286
"425",51,"2011-usopen-1228",2011,"usopen",1228,"Denis Istomin","Julien Benneteau","Complete",2,"event_MS","round_2","Court 13","M","atpi165","atpb747","UZB","FRA",68,113,0.574468085106383,0.393939393939394,0.606060606060606,0.425531914893617
"426",52,"2011-usopen-1231",2011,"usopen",1231,"Ivan Ljubicic","David Nalbandian","Complete",2,"event_MS","round_2","Court 13","M","atpl360","atpn301","CRO","ARG",31,77,0.556521739130435,0.354838709677419,0.645161290322581,0.443478260869565
"427",53,"2011-usopen-1232",2011,"usopen",1232,"Nicolas Mahut","Rafael Nadal","Retired",2,"event_MS","round_2","Arthur Ashe Stadium","A","atpm873","atpn409","FRA","ESP",98,2,NA,NA,NA,NA
"428",54,"2011-usopen-1301",2011,"usopen",1301,"Novak Djokovic","Nikolay Davydenko","Complete",1,"event_MS","round_3","Arthur Ashe Stadium","A","atpd643","atpd402","SRB","RUS",1,39,0.7125,0.469135802469136,0.530864197530864,0.2875
"429",55,"2011-usopen-1302",2011,"usopen",1302,"Alexandr Dolgopolov","Ivo Karlovic","Complete",1,"event_MS","round_3","Court 17","Q","atpd801","atpk336","UKR","CRO",22,93,0.709090909090909,0.372093023255814,0.627906976744186,0.290909090909091
"430",56,"2011-usopen-1303",2011,"usopen",1303,"Tomas Berdych","Janko Tipsarevic","Retired",2,"event_MS","round_3","Louis Armstrong Stadium","B","atpba47","atpt742","CZE","SRB",9,20,NA,NA,NA,NA
"431",57,"2011-usopen-1304",2011,"usopen",1304,"Marcel Granollers","Juan Carlos Ferrero","Retired",2,"event_MS","round_3","Court 17","Q","atpg710","atpf316","ESP","ESP",32,103,NA,NA,NA,NA
"432",58,"2011-usopen-1305",2011,"usopen",1305,"Roger Federer","Marin Cilic","Complete",1,"event_MS","round_3","Arthur Ashe Stadium","A","atpf324","atpc977","SUI","CRO",3,27,0.694444444444444,0.403361344537815,0.596638655462185,0.305555555555556
"433",59,"2011-usopen-1306",2011,"usopen",1306,"Juan Monaco","Tommy Haas","Complete",1,"event_MS","round_3","Grandstand","C","atpma21","atph355","ARG","GER",36,477,0.68,0.431654676258993,0.568345323741007,0.32
"434",60,"2011-usopen-1307",2011,"usopen",1307,"Jo-Wilfried Tsonga","Fernando Verdasco","Complete",1,"event_MS","round_3","Grandstand","C","atpt786","atpv306","FRA","ESP",NA,NA,0.692307692307692,0.407407407407407,0.592592592592593,0.307692307692308
"435",61,"2011-usopen-1308",2011,"usopen",1308,"Kevin Anderson","Mardy Fish","Complete",2,"event_MS","round_3","Louis Armstrong Stadium","B","atpa678","atpf339","RSA","USA",34,8,0.603305785123967,0.346456692913386,0.653543307086614,0.396694214876033
"436",62,"2011-usopen-1309",2011,"usopen",1309,"Alex Bogomolov Jr.","John Isner","Complete",2,"event_MS","round_3","Louis Armstrong Stadium","B","atpb842","atpi186","USA","USA",NA,NA,0.666666666666667,0.227722772277228,0.772277227722772,0.333333333333333
"437",63,"2011-usopen-1310",2011,"usopen",1310,"Juan Martin Del Potro","Gilles Simon","Complete",2,"event_MS","round_3","Louis Armstrong Stadium","B","atpd683","atpsd32","ARG","FRA",18,12,0.631578947368421,0.33112582781457,0.66887417218543,0.368421052631579
"438",64,"2011-usopen-1311",2011,"usopen",1311,"Donald Young","Juan Ignacio Chela","Complete",1,"event_MS","round_3","Grandstand","C","atpy124","atpc514","USA","ARG",85,24,0.707865168539326,0.439252336448598,0.560747663551402,0.292134831460674
"439",65,"2011-usopen-1312",2011,"usopen",1312,"Feliciano Lopez","Andy Murray","Complete",2,"event_MS","round_3","Arthur Ashe Stadium","A","atpl397","atpmc10","ESP","GBR",25,4,0.518518518518518,0.243243243243243,0.756756756756757,0.481481481481482
"440",66,"2011-usopen-1313",2011,"usopen",1313,"David Ferrer","Florian Mayer","In Progress",1,"event_MS","round_3","Court 17","Q","atpf401","atpmb02","ESP","GER",5,26,0.688172043010753,0.421052631578947,0.578947368421053,0.311827956989247
"441",67,"2011-usopen-1314",2011,"usopen",1314,"Andy Roddick","Julien Benneteau","Complete",1,"event_MS","round_3","Arthur Ashe Stadium","A","atpr485","atpb747","USA","FRA",21,113,0.769230769230769,0.360824742268041,0.639175257731959,0.230769230769231
"442",68,"2011-usopen-1315",2011,"usopen",1315,"Gilles Muller","Igor Kunitsyn","Complete",1,"event_MS","round_3","Grandstand","C","atpma30","atpk403","LUX","RUS",69,58,0.732558139534884,0.407407407407407,0.592592592592593,0.267441860465116
"443",69,"2011-usopen-1316",2011,"usopen",1316,"David Nalbandian","Rafael Nadal","Complete",2,"event_MS","round_3","Arthur Ashe Stadium","A","atpn301","atpn409","ARG","ESP",77,2,0.516483516483517,0.362745098039216,0.637254901960784,0.483516483516483
